Index,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
28,1975,Chainlink,LINK,chainlink,2213,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'privacy', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'b?-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000,708099970.4525867,1000000000,FALSE,9517399854,,14,,,,2026-02-25T22:10:00.000Z,9.517399853988321,573553609.1514152,26.769,0.80683921,15.61026472,11.08852592,-20.60489222,-23.15316098,-29.17347689,6739270555.394583,0.2825,9517399854,,2026-02-25T22:10:00.000Z,1027,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,11:28.0
29,37263,Canton,CC,canton-network,72,2025-07-08T04:07:45.000Z,"['proof-of-authority', 'store-of-value', 'enterprise-solutions', 'privacy', 'interoperability', 'scaling', 'smart-contracts', 'layer-1', 'binance-ecosystem', 'binance-listing', 'privacy-blockchain']",,37826691312.09814,37827166147.89128,TRUE,6371627611,,15,37826691312,6371547629.6610985,,2026-02-25T22:09:00.000Z,0.1684405219872606,13100045.81503917,39.9845,2.10745933,5.08454995,0.60201598,10.28351096,47.2602041,93.65724273,6371547629.660786,0.2671,6371627611,,2026-02-25T22:09:00.000Z,,,,,,11:28.0
30,1,Bitcoin,BTC,bitcoin,12566,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000,19994781,19994781,FALSE,1380858909735.37,,1,,,,2026-02-25T22:10:00.000Z,69060.96694609316,51824163325.051704,26.1781,-0.20477419,7.59806904,4.10679625,-21.49868704,-21.17157114,-24.41843497,1380858909735.3716,57.9014,1450280305867.96,,2026-02-25T22:10:00.000Z,,,,,,12:29.3
31,1027,Ethereum,ETH,ethereum,11588,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem']",,120692321.10984947,120692321.10984947,TRUE,254766271210.92,,2,,,,2026-02-25T22:10:00.000Z,2110.8739053832546,26672841007.816105,40.0559,1.63588064,13.48035137,8.57709962,-27.83438956,-27.98253955,-30.35859275,254766271210.91776,10.6813,254766271210.92,,2026-02-25T22:10:00.000Z,,,,,,12:29.3
32,825,Tether USDt,USDT,tether,171679,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,183624238441.84308,187939981262.8225,TRUE,188021447489.28,,3,,,,2026-02-25T22:10:00.000Z,1.0004334693763113,99790427240.66563,29.6926,0.01289619,0.03300828,0.09445566,0.147523,0.1113753,0.042497,183703833925.9561,7.703,188021447489.28,,2026-02-25T22:10:00.000Z,1027,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,12:29.3
33,52,XRP,XRP,xrp,1802,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",1E+11,61018583977,99985712847,FALSE,148216292267.51,,4,,,,2026-02-25T22:10:00.000Z,1.48237471181817,4082086108.642685,46.7872,0.9188814,9.2639934,4.3825162,-21.84049502,-20.37601452,-33.01925707,90452405838.45818,3.7922,148237471181.82,,2026-02-25T22:10:00.000Z,,,,,,12:29.3
34,1839,BNB,BNB,bnb,3136,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",136358904.2,136358904.2,136358904.2,FALSE,86696801182,,5,,,,2026-02-25T22:10:00.000Z,635.7986060552197,2618156953.197702,48.5529,0.51294172,8.50906603,5.23891233,-27.44237701,-24.48914367,-29.05437191,86696801181.78732,3.6346,86696801182,,2026-02-25T22:10:00.000Z,,,,,,12:29.3
35,3408,USDC,USDC,usd-coin,37651,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,75331387385.69838,75331387385.69838,FALSE,75344351402,,6,60901219650,60911700333.4031,,2026-02-25T22:10:00.000Z,1.000172093157301,14281900263.669834,15.3211,0.00602441,-0.00854755,0.02329562,0.05420066,0.04106474,0.03937176,75344351401.99745,3.1572,75344351402,,2026-02-25T22:10:00.000Z,1027,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,12:29.3
36,5426,Solana,SOL,solana,1090,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,568787849.9886742,621197828.3781875,TRUE,56086086098,,7,525236893.3,47422061497.64247,,2026-02-25T22:10:00.000Z,90.28699640593672,5524276501.885043,52.646,0.53551773,14.33528887,11.07966695,-27.40523393,-27.4085028,-36.28715273,51354146567.6679,2.1519,56086086098,,2026-02-25T22:10:00.000Z,,,,,,12:29.3
37,1958,TRON,TRX,tron,1302,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94737322761.9229,94737356449.5744,TRUE,27118728581,,8,94667886298,27098842632.62168,,2026-02-25T22:11:00.000Z,0.28625169201724426,605923465.9702114,19.5028,0.21094665,0.94665715,2.58410464,-3.46904541,0.85509098,2.15655078,27118718937.784218,1.1371,27118728581,,2026-02-25T22:11:00.000Z,,,,,,12:29.3
38,74,Dogecoin,DOGE,dogecoin,1403,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168891313126.57907,168891313126.57907,TRUE,17808934366,,9,,,,2026-02-25T22:11:00.000Z,0.10544612411578361,1562055773.7817154,86.5378,1.06338501,14.50579667,7.2150705,-13.9334963,-14.65611622,-31.36896406,17808934366.02293,0.7464,17808934366,,2026-02-25T22:11:00.000Z,,,,,,12:29.3
39,2010,Cardano,ADA,cardano,1684,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000,36074136490.46285,44994843280.28874,FALSE,13911366734,,10,37997904336,11748074752.757586,,2026-02-25T22:11:00.000Z,0.30917691272850584,1002237173.6633523,163.7812,0.42252684,18.86258321,13.0675936,-12.37922631,-15.05164582,-29.04200532,11153290149.46804,0.4677,13912961073,,2026-02-25T22:11:00.000Z,,,,,,12:29.3
40,1831,Bitcoin Cash,BCH,bitcoin-cash,1138,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000,19999937.5,19999937.5,FALSE,10253205416,,11,,,,2026-02-25T22:10:00.000Z,512.6618728760072,497812977.40880656,-3.9422,0.02062537,5.65441784,-7.18078854,-11.39545252,-17.27093314,-4.35409973,10253205416.15309,0.4299,10765899330,,2026-02-25T22:10:00.000Z,,,,,,12:29.3
41,3957,UNUS SED LEO,LEO,unus-sed-leo,67,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921293554.9,985239504,FALSE,8631441968,,12,,,,2026-02-25T22:11:00.000Z,8.760755057495963,2964952.23075078,-65.8846,-0.03967708,3.4140126,2.79999494,-3.92157749,3.67100779,-10.46605533,8071227170.528609,0.3382,8631441968,,2026-02-25T22:11:00.000Z,1027,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,12:29.3
42,32196,Hyperliquid,HYPE,hyperliquid,240,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",961671487.9,258551848.91022626,957958221.4466174,FALSE,27558296897,,13,333931719,9606462212.588037,,2026-02-25T22:10:00.000Z,28.767744020711127,310263713.0739726,50.0929,-0.17128798,5.56576877,0.79729547,15.48176277,10.94613552,-17.8541526,7437953405.530969,0.3118,27665119195,,2026-02-25T22:10:00.000Z,32196,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,12:29.3
43,1975,Chainlink,LINK,chainlink,2213,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'privacy', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'b?-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000,708099970.4525867,1000000000,FALSE,9521661981,,14,,,,2026-02-25T22:11:00.000Z,9.521661981164955,573689710.041342,26.7943,0.85990949,15.63472721,11.18080969,-20.57405874,-23.12857533,-29.13871285,6742288567.522423,0.2827,9521661981,,2026-02-25T22:11:00.000Z,1027,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,12:29.3
44,37263,Canton,CC,canton-network,72,2025-07-08T04:07:45.000Z,"['proof-of-authority', 'store-of-value', 'enterprise-solutions', 'privacy', 'interoperability', 'scaling', 'smart-contracts', 'layer-1', 'binance-ecosystem', 'binance-listing', 'privacy-blockchain']",,37826691312.09814,37827166147.89128,TRUE,6377242972,,15,37826691312,6377162919.494587,,2026-02-25T22:10:00.000Z,0.16858896980647792,13113768.30491716,40.2823,2.14301575,5.2096267,0.72546074,10.46361804,47.4361135,93.78650151,6377162919.494273,0.2674,6377242972,,2026-02-25T22:10:00.000Z,,,,,,12:29.3
45,1,Bitcoin,BTC,bitcoin,12566,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000,19994815,19994815,FALSE,1382417097404.24,,1,,,,2026-02-25T22:11:00.000Z,69138.77909869347,51819762582.3352,26.1707,0.02002796,7.73462814,4.34581667,-21.40892392,-21.09348031,-24.33126603,1382417097404.2427,57.9667,1451914361072.56,,2026-02-25T22:11:00.000Z,,,,,,13:30.7
46,1027,Ethereum,ETH,ethereum,11588,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem']",,120692321.10984947,120692321.10984947,TRUE,255140613728.31,,2,,,,2026-02-25T22:11:00.000Z,2113.9755320148947,26726145655.97065,40.5041,1.88979683,13.63212367,8.89296016,-27.71789751,-27.88375164,-30.24578996,255140613728.30655,10.697,255140613728.31,,2026-02-25T22:11:00.000Z,,,,,,13:30.7
47,825,Tether USDt,USDT,tether,171679,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,183624238441.84308,187939981262.8225,TRUE,187995103733.04,,3,,,,2026-02-25T22:11:00.000Z,1.0002932982638788,99802941345.38309,29.7605,-0.00228922,0.03014334,0.04503022,0.13591914,0.08886005,0.02965746,183678095112.18414,7.7019,187995103733.04,,2026-02-25T22:11:00.000Z,1027,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,13:30.7
48,52,XRP,XRP,xrp,1802,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",1E+11,61018583977,99985712847,FALSE,148260988170.31,,4,,,,2026-02-25T22:11:00.000Z,1.482821734713093,4082743384.973464,46.8022,0.96736577,9.29438446,4.43681697,-21.82995453,-20.35092236,-33.00477946,90479682542.51167,3.7934,148282173471.31,,2026-02-25T22:11:00.000Z,,,,,,13:30.7
49,1839,BNB,BNB,bnb,3136,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",136358904.2,136358903.3,136358903.3,FALSE,86720556293,,5,,,,2026-02-25T22:11:00.000Z,635.9728200248209,2618516057.8583903,48.597,0.56125451,8.54741705,5.28904146,-27.42318628,-24.46865009,-29.03401351,86720556292.63176,3.6358,86720556808,,2026-02-25T22:11:00.000Z,,,,,,13:30.7
50,3408,USDC,USDC,usd-coin,37651,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,75341921193.6828,75341921193.6828,FALSE,75348194753,,6,60901219650,60906290763.393196,,2026-02-25T22:11:00.000Z,1.0000832678424556,14280046564.567688,15.3243,0.01078628,0.01118173,-0.00268714,0.04180966,0.02256512,0.03936094,75348194752.90706,3.1574,75348194753,,2026-02-25T22:11:00.000Z,1027,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,13:30.7
51,5426,Solana,SOL,solana,1090,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,568787820.5976382,621197809.0180174,TRUE,56116252310,,7,525236893.3,47447569194.57131,,2026-02-25T22:11:00.000Z,90.33556058193848,5525416142.185438,52.6751,0.62154064,14.37785008,11.15426845,-27.36979013,-27.37462785,-36.25298057,51381766625.86671,2.1531,56116252310,,2026-02-25T22:11:00.000Z,,,,,,13:30.7
52,1958,TRON,TRX,tron,1302,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94737322761.9229,94737356449.5744,TRUE,27118728581,,8,94667886298,27098842632.62168,,2026-02-25T22:11:00.000Z,0.28625169201724426,605923465.9702114,19.5028,0.21094665,0.94665715,2.58410464,-3.46904541,0.85509098,2.15655078,27118718937.784218,1.1371,27118728581,,2026-02-25T22:11:00.000Z,,,,,,13:30.7
53,74,Dogecoin,DOGE,dogecoin,1403,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168891313126.57907,168891313126.57907,TRUE,17808934366,,9,,,,2026-02-25T22:11:00.000Z,0.10544612411578361,1562055773.7817154,86.5378,1.06338501,14.50579667,7.2150705,-13.9334963,-14.65611622,-31.36896406,17808934366.02293,0.7464,17808934366,,2026-02-25T22:11:00.000Z,,,,,,13:30.7
54,2010,Cardano,ADA,cardano,1684,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000,36074136490.46285,44994843280.28874,FALSE,13911366734,,10,37997904336,11748074752.757586,,2026-02-25T22:11:00.000Z,0.30917691272850584,1002237173.6633523,163.7812,0.42252684,18.86258321,13.0675936,-12.37922631,-15.05164582,-29.04200532,11153290149.46804,0.4677,13912961073,,2026-02-25T22:11:00.000Z,,,,,,13:30.7
55,1831,Bitcoin Cash,BCH,bitcoin-cash,1138,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000,19999943.75,19999943.75,FALSE,10255335972,,11,,,,2026-02-25T22:11:00.000Z,512.7682407412361,497777036.4285971,-3.9462,0.0515844,5.70000317,-7.15362915,-11.37461075,-17.25786539,-4.32992038,10255335971.611181,0.43,10768133056,,2026-02-25T22:11:00.000Z,,,,,,13:30.7
